query_name,pipeline_id,repetition,source_name,throughput,latency_us,pipeline_task_duration_us,pipeline_tuples,pipeline_task_count,pipeline_task_span_us,pipeline_avg_task_duration_us,end_to_end_tuples,end_to_end_duration_us,end_to_end_throughput,end_to_end_latency_us,openvino_enable_cpu_pinning,openvino_inference_num_threads,openvino_num_streams,prediction_cache_type,use_batch_deduplication
dlinear-48.test_02,3,rep-02,2,17863.23076145137,27.447452946114634,27607436.0,493158.0,493158.0,13535931.0,55.98091483865212,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
dlinear-48.test_02,4,rep-02,2,6108.33073616336,27.44327781360132,80735314.0,493158.0,493158.0,13533872.0,163.7108472335438,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
dlinear-48.test_02,5,rep-02,2,80476.89723063768,27.427956151983746,6127945.0,493158.0,493158.0,13526316.0,12.425926376536525,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
dlinear-48.test_02,6,rep-02,2,0.0,,692634.0,0.0,493158.0,13522412.0,1.4044870001094985,7397222.0,16895901.0,437811.6325373829,87.0411102710205,false,1,0,NONE,false
dlinear-48.test_02,2,rep-06,2,361220.3673985147,2.767658906586014,13652151.0,4931435.0,1048.0,13648530.0,13026.861641221374,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
dlinear-48.test_02,3,rep-06,2,18918.169837258043,27.514173956419647,26067955.0,493158.0,493158.0,13568835.0,52.859235782447,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
dlinear-48.test_02,4,rep-06,2,6229.628818928528,27.511754853414118,79163304.0,493158.0,493158.0,13567642.0,160.523207572421,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
dlinear-48.test_02,5,rep-06,2,79950.32671049827,27.50532283771124,6168305.0,493158.0,493158.0,13564470.0,12.507766273689162,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
dlinear-48.test_02,6,rep-06,2,0.0,,744065.0,0.0,493158.0,13560621.0,1.5087760920435236,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
dlinear-48.test_02,8,rep-06,SOLARPOWERSOURCE,4140631.71705954,0.02374350803585454,1786496.0,7397222.0,1048.0,175636.0,1704.671755725191,7397222.0,17139379.0,431592.183124021,86.99407438188712,false,1,0,NONE,false
